Uuid,Void/Retire,Mappings|SAME-AS|EIS-820,Fully specified name:es,Fully specified name:en,Short name:es,Description:es,Data class,Data type,Answers,Members,_version:1,_order:1150
3388a315-d52a-5211-8aa5-88fd42259598,,ISO3166-1-316,País ISO 3166-1 316 - GUAM,País ISO 3166-1 316 - GUAM,GUAM,Código numérico 316 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
1e2047a9-a0e3-55c0-ae9c-f2c457d45173,,ISO3166-1-320,País ISO 3166-1 320 - GUATEMALA,País ISO 3166-1 320 - GUATEMALA,GUATEMALA,Código numérico 320 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
882097ab-76a7-56e4-8533-eebce977f9ba,,ISO3166-1-324,País ISO 3166-1 324 - GUINEA,País ISO 3166-1 324 - GUINEA,GUINEA,Código numérico 324 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
99c00201-9905-529c-a6b7-0e091a3384fd,,ISO3166-1-328,País ISO 3166-1 328 - GUAYANA,País ISO 3166-1 328 - GUAYANA,GUAYANA,Código numérico 328 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
33dec213-cdcc-5a5a-a74d-fd895dceb404,,ISO3166-1-332,País ISO 3166-1 332 - HAITÍ,País ISO 3166-1 332 - HAITÍ,HAITÍ,Código numérico 332 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d211b251-3b8a-5d15-b0b5-67fb27ef30cc,,ISO3166-1-334,País ISO 3166-1 334 - ISLAS HEARD Y MCDONALD,País ISO 3166-1 334 - ISLAS HEARD Y MCDONALD,ISLAS HEARD Y MCDONALD,Código numérico 334 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
2618e1ec-fdc4-5ed7-9a82-59c90a650256,,ISO3166-1-336,País ISO 3166-1 336 - CIUDAD DEL VATICANO,País ISO 3166-1 336 - CIUDAD DEL VATICANO,CIUDAD DEL VATICANO,Código numérico 336 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
426256cb-3459-5ed7-8691-f5e821696517,,ISO3166-1-340,País ISO 3166-1 340 - HONDURAS,País ISO 3166-1 340 - HONDURAS,HONDURAS,Código numérico 340 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f9a29901-f65e-5dd6-a52f-c074897fc204,,ISO3166-1-344,País ISO 3166-1 344 - HONG KONG,País ISO 3166-1 344 - HONG KONG,HONG KONG,Código numérico 344 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
4b226a1a-5726-576d-a509-5ec5f6ab528c,,ISO3166-1-348,País ISO 3166-1 348 - HUNGRÍA,País ISO 3166-1 348 - HUNGRÍA,HUNGRÍA,Código numérico 348 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
fcb41e85-aea6-53ec-9d82-39d7b5e2ac35,,ISO3166-1-352,País ISO 3166-1 352 - ISLANDIA,País ISO 3166-1 352 - ISLANDIA,ISLANDIA,Código numérico 352 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
8c72f803-5702-5910-926f-7554eba27930,,ISO3166-1-356,País ISO 3166-1 356 - INDIA,País ISO 3166-1 356 - INDIA,INDIA,Código numérico 356 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
7d5b8913-d27a-5cce-969e-b75a5c7036e4,,ISO3166-1-360,País ISO 3166-1 360 - INDONESIA,País ISO 3166-1 360 - INDONESIA,INDONESIA,Código numérico 360 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
c6e27ed1-257b-594b-bd10-b651ce91d5df,,ISO3166-1-364,País ISO 3166-1 364 - IRÁN,País ISO 3166-1 364 - IRÁN,IRÁN,Código numérico 364 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
818dca1c-de2f-5c02-9a17-abee32b343cb,,ISO3166-1-368,País ISO 3166-1 368 - IRAK,País ISO 3166-1 368 - IRAK,IRAK,Código numérico 368 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
acac7dc5-2738-5c6c-905c-b4b8dde52ed3,,ISO3166-1-372,País ISO 3166-1 372 - IRLANDA,País ISO 3166-1 372 - IRLANDA,IRLANDA,Código numérico 372 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
8d621708-907e-5bef-82a1-ebbc3a670bfd,,ISO3166-1-376,País ISO 3166-1 376 - ISRAEL,País ISO 3166-1 376 - ISRAEL,ISRAEL,Código numérico 376 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
a889b694-b076-5fae-a8e8-6160a4ca3de0,,ISO3166-1-380,País ISO 3166-1 380 - ITALIA,País ISO 3166-1 380 - ITALIA,ITALIA,Código numérico 380 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
9cd2caec-0a93-583f-b776-d34c6c51c497,,ISO3166-1-384,País ISO 3166-1 384 - COSTA DE MARFIL,País ISO 3166-1 384 - COSTA DE MARFIL,COSTA DE MARFIL,Código numérico 384 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
a76a9337-a82a-52e7-a899-06d90b0d8f0e,,ISO3166-1-388,País ISO 3166-1 388 - JAMAICA,País ISO 3166-1 388 - JAMAICA,JAMAICA,Código numérico 388 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
e13248e7-be5c-56b1-b481-55a2f0b3d346,,ISO3166-1-392,País ISO 3166-1 392 - JAPÓN,País ISO 3166-1 392 - JAPÓN,JAPÓN,Código numérico 392 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
1c4ab26f-4221-513c-b0d3-0e8db489868d,,ISO3166-1-398,País ISO 3166-1 398 - KAZAJSTÁN,País ISO 3166-1 398 - KAZAJSTÁN,KAZAJSTÁN,Código numérico 398 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
9a46312d-1b7e-53c7-8db7-0872e3e0be47,,ISO3166-1-400,País ISO 3166-1 400 - JORDANIA,País ISO 3166-1 400 - JORDANIA,JORDANIA,Código numérico 400 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
acacee4e-8896-5483-bc90-c7628227e06d,,ISO3166-1-404,País ISO 3166-1 404 - KENIA,País ISO 3166-1 404 - KENIA,KENIA,Código numérico 404 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
8e01897e-e577-57ab-9556-f12386ba31eb,,ISO3166-1-408,País ISO 3166-1 408 - COREA DEL NORTE,País ISO 3166-1 408 - COREA DEL NORTE,COREA DEL NORTE,Código numérico 408 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
1759c99e-9b47-5e1f-8bc0-c8acdcf22841,,ISO3166-1-410,País ISO 3166-1 410 - COREA DEL SUR,País ISO 3166-1 410 - COREA DEL SUR,COREA DEL SUR,Código numérico 410 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
9969ed34-3cde-5bcf-9312-4c0f90b1322a,,ISO3166-1-414,País ISO 3166-1 414 - KUWAIT,País ISO 3166-1 414 - KUWAIT,KUWAIT,Código numérico 414 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
93b6aa8e-edd9-5fd7-a7a1-6d0cb7b6bdc2,,ISO3166-1-417,País ISO 3166-1 417 - KIRGUISTÁN,País ISO 3166-1 417 - KIRGUISTÁN,KIRGUISTÁN,Código numérico 417 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
3236eb29-f648-5f40-9f77-7d22f488e009,,ISO3166-1-418,País ISO 3166-1 418 - LAOS,País ISO 3166-1 418 - LAOS,LAOS,Código numérico 418 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
74741fbf-fca1-5a2e-ac49-b560e6a7ad55,,ISO3166-1-422,País ISO 3166-1 422 - LÍBANO,País ISO 3166-1 422 - LÍBANO,LÍBANO,Código numérico 422 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
e597276c-e391-53ed-9511-696d2c1f5a1f,,ISO3166-1-426,País ISO 3166-1 426 - LESOTHO,País ISO 3166-1 426 - LESOTHO,LESOTHO,Código numérico 426 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
01e7687c-ef29-5adc-80b1-55ca1edf4abd,,ISO3166-1-428,País ISO 3166-1 428 - LETONIA,País ISO 3166-1 428 - LETONIA,LETONIA,Código numérico 428 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
141e02d6-da50-590d-9c36-5e8881e4790a,,ISO3166-1-430,País ISO 3166-1 430 - LIBERIA,País ISO 3166-1 430 - LIBERIA,LIBERIA,Código numérico 430 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
faa6d598-a4ec-5ff1-ba72-093e33c1e849,,ISO3166-1-434,País ISO 3166-1 434 - LIBIA,País ISO 3166-1 434 - LIBIA,LIBIA,Código numérico 434 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
acc712d5-a2b0-5fb2-b443-52c04c36cf23,,ISO3166-1-438,País ISO 3166-1 438 - LIECHTENSTEIN,País ISO 3166-1 438 - LIECHTENSTEIN,LIECHTENSTEIN,Código numérico 438 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
caf97128-5356-564a-bb2d-51bb15e1a996,,ISO3166-1-440,País ISO 3166-1 440 - LITUANIA,País ISO 3166-1 440 - LITUANIA,LITUANIA,Código numérico 440 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
01749856-97d3-5835-8c0c-0f9306dd968c,,ISO3166-1-442,País ISO 3166-1 442 - LUXEMBURGO,País ISO 3166-1 442 - LUXEMBURGO,LUXEMBURGO,Código numérico 442 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
5961a85d-ae7d-50fb-ba39-54504659d59a,,ISO3166-1-446,País ISO 3166-1 446 - MACAO,País ISO 3166-1 446 - MACAO,MACAO,Código numérico 446 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f8be60ff-a103-5b34-9fa1-716a11552052,,ISO3166-1-450,País ISO 3166-1 450 - MADAGASCAR,País ISO 3166-1 450 - MADAGASCAR,MADAGASCAR,Código numérico 450 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
99705966-cca5-5459-aef1-5888c23cee6e,,ISO3166-1-454,País ISO 3166-1 454 - MALAWI,País ISO 3166-1 454 - MALAWI,MALAWI,Código numérico 454 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
016159a4-0099-589a-bd98-97fd8c5b5a32,,ISO3166-1-458,País ISO 3166-1 458 - MALASIA,País ISO 3166-1 458 - MALASIA,MALASIA,Código numérico 458 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
2792f04c-744e-5016-970c-626d0c045e25,,ISO3166-1-462,País ISO 3166-1 462 - MALDIVAS,País ISO 3166-1 462 - MALDIVAS,MALDIVAS,Código numérico 462 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
b6908429-33c5-53a6-96ed-87e3711ae4a3,,ISO3166-1-466,País ISO 3166-1 466 - MALI,País ISO 3166-1 466 - MALI,MALI,Código numérico 466 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
de044caa-ca19-5ae1-8ab4-f0fe065247be,,ISO3166-1-470,País ISO 3166-1 470 - MALTA,País ISO 3166-1 470 - MALTA,MALTA,Código numérico 470 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f16316ba-ce8c-5349-99a5-be869376d0d0,,ISO3166-1-474,País ISO 3166-1 474 - MARTINICA,País ISO 3166-1 474 - MARTINICA,MARTINICA,Código numérico 474 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
a3bdfdef-929a-5ab7-bb26-39832fde8db3,,ISO3166-1-478,País ISO 3166-1 478 - MAURITANIA,País ISO 3166-1 478 - MAURITANIA,MAURITANIA,Código numérico 478 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d00a6750-f8af-5b27-8282-d3f6840f4f87,,ISO3166-1-480,País ISO 3166-1 480 - MAURICIO,País ISO 3166-1 480 - MAURICIO,MAURICIO,Código numérico 480 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d5bbe5dc-8cc0-534d-b7b2-3b2bb6a47551,,ISO3166-1-484,País ISO 3166-1 484 - MÉXICO,País ISO 3166-1 484 - MÉXICO,MÉXICO,Código numérico 484 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
644a6da0-bcb9-5bcf-b906-bfe1efea6d51,,ISO3166-1-492,País ISO 3166-1 492 - MÓNACO,País ISO 3166-1 492 - MÓNACO,MÓNACO,Código numérico 492 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
40953b52-1135-5521-8be9-b197f3f8f677,,ISO3166-1-496,País ISO 3166-1 496 - MONGOLIA,País ISO 3166-1 496 - MONGOLIA,MONGOLIA,Código numérico 496 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
87cddd98-78d9-52aa-9496-d1444b5fccef,,ISO3166-1-498,País ISO 3166-1 498 - MOLDOVA,País ISO 3166-1 498 - MOLDOVA,MOLDOVA,Código numérico 498 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
fcfefaa0-1758-5e1c-b15b-d3d604c4c8ce,,ISO3166-1-499,País ISO 3166-1 499 - MONTENEGRO,País ISO 3166-1 499 - MONTENEGRO,MONTENEGRO,Código numérico 499 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
deb0f665-8adc-5822-9e10-6d5397a24e61,,ISO3166-1-500,País ISO 3166-1 500 - MONTSERRAT,País ISO 3166-1 500 - MONTSERRAT,MONTSERRAT,Código numérico 500 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
3643e335-3a24-5948-8d10-f993d3a53eda,,ISO3166-1-504,País ISO 3166-1 504 - MARRUECOS,País ISO 3166-1 504 - MARRUECOS,MARRUECOS,Código numérico 504 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
c25f0fdf-b2f7-5ab3-bcac-14ee08662cfd,,ISO3166-1-508,País ISO 3166-1 508 - MOZAMBIQUE,País ISO 3166-1 508 - MOZAMBIQUE,MOZAMBIQUE,Código numérico 508 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
6501c513-ec3f-5e13-9f14-74a056d274eb,,ISO3166-1-512,País ISO 3166-1 512 - OMÁN,País ISO 3166-1 512 - OMÁN,OMÁN,Código numérico 512 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
ae1c9df7-c654-5299-9d04-8372c233c4e0,,ISO3166-1-516,País ISO 3166-1 516 - NAMIBIA,País ISO 3166-1 516 - NAMIBIA,NAMIBIA,Código numérico 516 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
925d422e-5b3d-5879-9a26-63db42ae7ba2,,ISO3166-1-520,País ISO 3166-1 520 - NAURU,País ISO 3166-1 520 - NAURU,NAURU,Código numérico 520 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
753af9c3-ac5a-5880-80f4-d50745ad8f51,,ISO3166-1-524,País ISO 3166-1 524 - NEPAL,País ISO 3166-1 524 - NEPAL,NEPAL,Código numérico 524 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
ac43fd47-6553-543b-8a9f-aa665daf373f,,ISO3166-1-528,País ISO 3166-1 528 - PAÍSES BAJOS,País ISO 3166-1 528 - PAÍSES BAJOS,PAÍSES BAJOS,Código numérico 528 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
bccfd35d-3b25-5c91-ab71-d4955aaeb6a4,,ISO3166-1-530,País ISO 3166-1 530 - ANTILLAS NEERLANDESAS,País ISO 3166-1 530 - ANTILLAS NEERLANDESAS,ANTILLAS NEERLANDESAS,Código numérico 530 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
08afb46e-6177-58f4-9f63-69bc0a121fc8,,ISO3166-1-532,País ISO 3166-1 532 - CURAZAO,País ISO 3166-1 532 - CURAZAO,CURAZAO,Código numérico 532 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
da3628bb-be29-5586-84a2-d94afe476fd0,,ISO3166-1-533,País ISO 3166-1 533 - ARUBA,País ISO 3166-1 533 - ARUBA,ARUBA,Código numérico 533 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
b4bc607a-e1c1-5070-9e5f-533d600ce4bc,,ISO3166-1-534,País ISO 3166-1 534 - SAN MARTÍN (PARTE HOLANDESA),País ISO 3166-1 534 - SAN MARTÍN (PARTE HOLANDESA),SAN MARTÍN (PARTE HOLANDESA),Código numérico 534 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f0c7f6df-b3ed-5908-9c87-dec0aef9a04a,,ISO3166-1-535,"País ISO 3166-1 535 - BONAIRE, SAN EUSTAQUIO Y SABA","País ISO 3166-1 535 - BONAIRE, SAN EUSTAQUIO Y SABA","BONAIRE, SAN EUSTAQUIO Y SABA",Código numérico 535 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
49fcfe8d-0028-52b6-8cc1-d4d153ca4858,,ISO3166-1-540,País ISO 3166-1 540 - NUEVA CALEDONIA,País ISO 3166-1 540 - NUEVA CALEDONIA,NUEVA CALEDONIA,Código numérico 540 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
2005b58a-23b1-5575-af85-cbd866de7f35,,ISO3166-1-548,País ISO 3166-1 548 - VANUATU,País ISO 3166-1 548 - VANUATU,VANUATU,Código numérico 548 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
b543e32e-57a0-5d55-906d-3e06935e1ec8,,ISO3166-1-554,País ISO 3166-1 554 - NUEVA ZELANDA,País ISO 3166-1 554 - NUEVA ZELANDA,NUEVA ZELANDA,Código numérico 554 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
3d6f0813-b959-5b29-883a-25cc34dfc436,,ISO3166-1-558,País ISO 3166-1 558 - NICARAGUA,País ISO 3166-1 558 - NICARAGUA,NICARAGUA,Código numérico 558 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
fd86c2ac-0a02-569e-9256-15cb7170e1f8,,ISO3166-1-562,País ISO 3166-1 562 - NÍGER,País ISO 3166-1 562 - NÍGER,NÍGER,Código numérico 562 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
8deb247f-1853-50e4-ad23-43299ec3257f,,ISO3166-1-566,País ISO 3166-1 566 - NIGERIA,País ISO 3166-1 566 - NIGERIA,NIGERIA,Código numérico 566 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
873891e3-f61d-53ab-a51a-b1932b14d692,,ISO3166-1-570,País ISO 3166-1 570 - NIUE,País ISO 3166-1 570 - NIUE,NIUE,Código numérico 570 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d655b1ff-008e-5462-9b44-9b354e09dd84,,ISO3166-1-574,País ISO 3166-1 574 - ISLAS NORKFOLK,País ISO 3166-1 574 - ISLAS NORKFOLK,ISLAS NORKFOLK,Código numérico 574 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
2c900337-d6cc-53b0-bfb4-e75a12d8340a,,ISO3166-1-578,País ISO 3166-1 578 - NORUEGA,País ISO 3166-1 578 - NORUEGA,NORUEGA,Código numérico 578 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
696c7c98-455c-5608-8af3-2e239d1db78b,,ISO3166-1-580,País ISO 3166-1 580 - ISLAS MARIANAS DEL NORTE,País ISO 3166-1 580 - ISLAS MARIANAS DEL NORTE,ISLAS MARIANAS DEL NORTE,Código numérico 580 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
69ea817b-f883-5638-aee4-299de48c8c0b,,ISO3166-1-581,País ISO 3166-1 581 - ISLAS ULTRAMARIANAS MENORES DE LOS ESTADOS UNIDOS,País ISO 3166-1 581 - ISLAS ULTRAMARIANAS MENORES DE LOS ESTADOS UNIDOS,ISLAS ULTRAMARIANAS MENORES DE LOS ESTADOS UNIDOS,Código numérico 581 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
e699c0ce-f32e-5088-91f0-767b60d9d035,,ISO3166-1-583,País ISO 3166-1 583 - MICRONESIA,País ISO 3166-1 583 - MICRONESIA,MICRONESIA,Código numérico 583 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
1f7817fa-8c6b-5354-b963-e1ca29f4467d,,ISO3166-1-584,País ISO 3166-1 584 - ISLAS MARSHALL,País ISO 3166-1 584 - ISLAS MARSHALL,ISLAS MARSHALL,Código numérico 584 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
19fe2f0a-6a17-5ede-990e-d2843b47478f,,ISO3166-1-585,País ISO 3166-1 585 - ISLAS PALAOS,País ISO 3166-1 585 - ISLAS PALAOS,ISLAS PALAOS,Código numérico 585 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
4c233e18-d6c4-5469-a63b-a2babf7f78ac,,ISO3166-1-586,País ISO 3166-1 586 - PAKISTÁN,País ISO 3166-1 586 - PAKISTÁN,PAKISTÁN,Código numérico 586 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
92fb1acc-4775-5d4b-aa9e-acb60c310b13,,ISO3166-1-591,País ISO 3166-1 591 - PANAMÁ,País ISO 3166-1 591 - PANAMÁ,PANAMÁ,Código numérico 591 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
6c24c090-599c-5d9f-b274-e9a232ca06ee,,ISO3166-1-598,País ISO 3166-1 598 - PAPÚA NUEVA GUINEA,País ISO 3166-1 598 - PAPÚA NUEVA GUINEA,PAPÚA NUEVA GUINEA,Código numérico 598 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f127d332-3839-5939-8705-f76769bdd4ad,,ISO3166-1-600,País ISO 3166-1 600 - PARAGUAY,País ISO 3166-1 600 - PARAGUAY,PARAGUAY,Código numérico 600 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
e651a637-86a0-55c5-afea-c86df86d3317,,ISO3166-1-604,País ISO 3166-1 604 - PERÚ,País ISO 3166-1 604 - PERÚ,PERÚ,Código numérico 604 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
4795cc90-03ce-54a1-892b-d959d91a1239,,ISO3166-1-608,País ISO 3166-1 608 - FILIPINAS,País ISO 3166-1 608 - FILIPINAS,FILIPINAS,Código numérico 608 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
c1dd7526-f636-5219-9410-9395fc5ef1d5,,ISO3166-1-612,País ISO 3166-1 612 - ISLAS PITCAIRN,País ISO 3166-1 612 - ISLAS PITCAIRN,ISLAS PITCAIRN,Código numérico 612 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
7f5525b6-134c-5aef-9ccf-38eff2150e46,,ISO3166-1-616,País ISO 3166-1 616 - POLONIA,País ISO 3166-1 616 - POLONIA,POLONIA,Código numérico 616 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
1465741c-5be8-5fc1-a1c3-5b47743fd9e0,,ISO3166-1-620,País ISO 3166-1 620 - PORTUGAL,País ISO 3166-1 620 - PORTUGAL,PORTUGAL,Código numérico 620 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
cbd983bb-b49f-58ec-85ae-aaed55e5e53d,,ISO3166-1-624,País ISO 3166-1 624 - GUINEA-BISSAU,País ISO 3166-1 624 - GUINEA-BISSAU,GUINEA-BISSAU,Código numérico 624 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
5444884c-b9dc-5095-8c98-a8fcbcd249ce,,ISO3166-1-626,País ISO 3166-1 626 - TIMOR-LESTE,País ISO 3166-1 626 - TIMOR-LESTE,TIMOR-LESTE,Código numérico 626 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
7090c657-2294-5330-9ce0-3b4695e7f3c5,,ISO3166-1-630,País ISO 3166-1 630 - PUERTO RICO,País ISO 3166-1 630 - PUERTO RICO,PUERTO RICO,Código numérico 630 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
77dad9a2-62f9-56e0-94d6-ebc7d94eb367,,ISO3166-1-634,País ISO 3166-1 634 - QATAR,País ISO 3166-1 634 - QATAR,QATAR,Código numérico 634 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
c510a540-c4bf-5df3-960e-020b6a1d2e1a,,ISO3166-1-638,País ISO 3166-1 638 - REUNIÓN,País ISO 3166-1 638 - REUNIÓN,REUNIÓN,Código numérico 638 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
10a111a3-6e79-5cd3-ada8-c595e26b51e4,,ISO3166-1-642,País ISO 3166-1 642 - RUMANÍA,País ISO 3166-1 642 - RUMANÍA,RUMANÍA,Código numérico 642 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
b499d919-2d0b-5e9a-a943-5da7d8713374,,ISO3166-1-643,País ISO 3166-1 643 - RUSIA,País ISO 3166-1 643 - RUSIA,RUSIA,Código numérico 643 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
62a59428-7d4b-5cd5-b2f8-0e74498c860a,,ISO3166-1-646,País ISO 3166-1 646 - RUANDA,País ISO 3166-1 646 - RUANDA,RUANDA,Código numérico 646 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
0ff3dbba-f637-59d7-80f8-dfb3b0fc2ab7,,ISO3166-1-652,País ISO 3166-1 652 - SAN BARTOLOMÉ,País ISO 3166-1 652 - SAN BARTOLOMÉ,SAN BARTOLOMÉ,Código numérico 652 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
2d2aec39-97f8-59f7-acdf-20356a4d9457,,ISO3166-1-654,País ISO 3166-1 654 - SANTA ELENA,País ISO 3166-1 654 - SANTA ELENA,SANTA ELENA,Código numérico 654 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
a56d37f6-ef3c-5d05-965d-fce7a53006b0,,ISO3166-1-659,País ISO 3166-1 659 - SAN CRISTÓBAL Y NIEVES,País ISO 3166-1 659 - SAN CRISTÓBAL Y NIEVES,SAN CRISTÓBAL Y NIEVES,Código numérico 659 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
6d8bfe52-7ecf-5619-b4ce-81456169e0af,,ISO3166-1-660,País ISO 3166-1 660 - ANGUILA,País ISO 3166-1 660 - ANGUILA,ANGUILA,Código numérico 660 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
c6efeebe-6cd7-52e6-b4af-8112aba24cdd,,ISO3166-1-662,País ISO 3166-1 662 - SANTA LUCÍA,País ISO 3166-1 662 - SANTA LUCÍA,SANTA LUCÍA,Código numérico 662 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
